ID,GENDER,INCOME,FAMILY_STATUS,HOUSING_TYPE,FAM_MEMBERS,STATUS
5010207,M,135000,Married,With parents,2,0
5010208,F,135000,Married,House,2,C
5010209,F,135000,Married,House,2,C
5010210,M,202500,Married,House,2,C
5010211,M,202500,Married,House,2,C
5010212,M,202500,Married,House,2,C
5010213,M,202500,Married,House,2,C
5010215,F,90000,Married,House,3,C
5010217,F,90000,Married,House,3,C
5010218,F,90000,Married,House,3,C
5010222,F,90000,Married,House,3,C
5010223,F,90000,Married,House,3,C
5010224,F,90000,Married,House,3,C
5010225,F,90000,Married,House,3,C
5010226,F,90000,Married,House,3,C
5010227,F,90000,Married,House,3,C
5010228,M,315000,Married,House,2,C
5010230,M,315000,Married,House,2,C
5010231,M,315000,Married,House,2,C
5010234,M,225000,Married,House,2,C
5010235,M,225000,Married,House,2,C
5010236,M,225000,Married,House,2,C
5010238,M,225000,Married,House,2,C
5010239,M,225000,Married,House,2,C
5010240,M,225000,Married,House,2,C
5010241,M,225000,Married,House,2,C
5010242,M,225000,Married,House,2,C
5010243,M,225000,Married,House,2,C
5010244,M,225000,Married,House,2,C
5010245,M,225000,Married,House,2,C
5010246,M,225000,Married,House,2,C
5010247,M,225000,Married,House,2,0
5010248,M,225000,Married,House,2,0
5010249,M,225000,Married,House,2,0
5010250,M,225000,Married,House,2,X
5010253,F,247500,Married,House,2,X
5090944,F,247500,Married,House,2,X
6153599,F,247500,Married,House,2,X
5010256,F,67500,Civil marriage,House,3,X
5010257,F,67500,Civil marriage,House,3,X
5010258,M,562500,Married,House,3,X
5010259,M,562500,Married,House,3,X
5010261,M,562500,Married,House,3,X
5010262,M,562500,Married,House,3,X
5010263,M,562500,Married,House,3,X
5010264,M,562500,Married,House,3,X
5010265,M,562500,Married,House,3,X
5010266,M,562500,Married,House,3,X
5010268,M,562500,Married,House,3,X
5010269,M,562500,Married,House,3,X
5010270,M,562500,Married,House,3,X
5010271,M,562500,Married,House,3,X
5010272,M,562500,Married,House,3,X
5010273,M,562500,Married,House,3,X
5010274,M,562500,Married,House,3,X
5010275,M,562500,Married,House,3,X
5010276,M,562500,Married,House,3,X
5010277,M,562500,Married,House,3,X
5010278,M,562500,Married,House,3,X
5010279,M,562500,Married,House,3,X
5010280,M,562500,Married,House,3,X
5010281,M,562500,Married,House,3,X
5010282,M,562500,Married,House,3,X
6153649,M,562500,Married,House,3,X
5010283,F,126000,Married,House,2,X
5010284,F,126000,Married,House,2,X
5010285,F,126000,Married,House,2,X
5010286,F,126000,Married,House,2,X
5010287,F,126000,Married,House,2,X
5010288,F,126000,Married,House,2,X
5010289,F,126000,Married,House,2,X
5010290,F,126000,Married,House,2,X
5010291,F,126000,Married,House,2,X
5010292,F,126000,Married,House,2,X
5010293,F,99000,Single,House,1,X
5010294,F,99000,Single,House,1,X
5010295,F,99000,Single,House,1,X
5010296,F,135000,Married,House,2,X
5010297,F,135000,Married,House,2,X
5010298,F,135000,Married,House,2,X
5010299,F,135000,Married,House,2,X
5010300,F,135000,Married,House,2,X
5010302,F,189000,Married,House,2,X
5010303,F,189000,Married,House,2,X
5010304,F,189000,Married,House,2,X
5010305,F,157500,Married,House,2,X
5010306,F,157500,Married,House,2,X
5010307,F,157500,Married,House,2,X
6153716,F,157500,Married,House,2,X
5010309,F,112500,Married,House,3,X
5010310,F,112500,Married,House,3,X
5010311,F,112500,Married,House,3,X
5010312,F,112500,Married,House,3,X
5010313,F,112500,Married,House,3,X
5010314,F,112500,Married,House,3,X
5010315,F,112500,Married,House,3,X
5010316,F,112500,Married,House,3,X
5010317,M,135000,Married,House,2,X
5010318,M,135000,Married,House,2,X
5010319,M,135000,Married,House,2,X
5010320,M,135000,Married,House,2,X
5010321,M,135000,Married,House,2,X
6153726,M,135000,Married,House,2,X
5010322,F,216000,Married,House,2,X
5010323,F,216000,Married,House,2,X
5010324,F,216000,Married,House,2,X
5010325,F,216000,Married,House,2,X
5010326,F,216000,Married,House,2,X
5010327,F,216000,Married,House,2,X
5010328,F,216000,Married,House,2,X
5010329,F,216000,Married,House,2,X
5010330,F,216000,Married,House,2,X
5010331,F,216000,Married,House,2,X
5010332,F,216000,Married,House,2,X
5010333,F,216000,Married,House,2,X
5010334,F,216000,Married,House,2,X
5010335,F,216000,Married,House,2,X
5010336,F,216000,Married,House,2,X
5010337,F,216000,Married,House,2,X
5010338,F,216000,Married,House,2,X
5010339,F,216000,Married,House,2,X
5010340,F,216000,Married,House,2,X
5010341,F,216000,Married,House,2,X
5010342,F,216000,Married,House,2,X
5010343,F,216000,Married,House,2,X
5010344,F,216000,Married,House,2,X
5010345,F,216000,Married,House,2,X
5010346,F,328500,Married,House,2,X
5010347,F,328500,Married,House,2,X
6153727,F,328500,Married,House,2,X
5010348,F,126000,Single,With parents,1,X
5010351,M,180000,Married,With parents,3,X
5010352,M,180000,Married,With parents,3,X
5010356,F,310500,Single,House,1,X
6153746,F,310500,Single,House,1,X
5010358,F,126000,Married,House,2,X
5010359,F,126000,Married,House,2,X
5010360,F,67500,Separated,House,3,X
5010361,M,90000,Single,House,1,X
5010362,M,90000,Single,House,1,X
5010363,M,90000,Single,House,1,X
5010364,M,90000,Single,House,1,X
5010365,F,157500,Separated,House,2,X
5010366,F,157500,Separated,House,2,X
5010367,F,157500,Separated,House,2,X
5010368,F,157500,Separated,House,2,X
5010369,F,157500,Separated,House,2,X
5010370,F,157500,Separated,House,2,X
6153764,F,157500,Separated,House,2,X
5010371,F,270000,Married,House,2,X
5010372,F,270000,Married,House,2,X
5010373,F,270000,Married,House,2,X
5010374,F,270000,Married,House,2,X
5010375,F,270000,Married,House,2,X
5010376,F,270000,Married,House,2,X
5010377,F,270000,Married,House,2,X
5010378,F,270000,Married,House,2,X
5010379,F,270000,Married,House,2,X
5010380,F,270000,Married,House,2,X
5010381,F,270000,Married,House,2,X
5010382,F,270000,Married,House,2,X
5010383,F,270000,Married,House,2,X
5010385,F,540000,Married,House,2,0
5010386,F,540000,Married,House,2,0
5010387,F,540000,Married,House,2,0
5010388,F,540000,Married,House,2,0
5010389,F,540000,Married,House,2,0
5010390,F,540000,Married,House,2,0
5010391,F,540000,Married,House,2,0
6153782,F,540000,Married,House,2,0
6153783,F,540000,Married,House,2,0
5010394,F,225000,Married,House,3,0
5010397,F,225000,Married,House,3,0
5010398,F,225000,Married,House,3,0
5010400,F,225000,Married,House,3,0
5010402,F,202500,Married,House,2,X
5010404,F,202500,Married,House,2,0
5010406,F,202500,Married,House,2,X
5010407,F,202500,Married,House,2,X
5010408,F,202500,Married,House,2,0
5010409,F,202500,Married,House,2,0
5010410,F,202500,Married,House,2,X
5010411,F,202500,Married,House,2,0
5010412,F,202500,Married,House,2,X
5010413,F,202500,Married,House,2,0
6153792,F,202500,Married,House,2,0
6153793,F,202500,Married,House,2,X
6153794,F,202500,Married,House,2,0
5010414,M,270000,Separated,House,2,0
5010416,M,270000,Separated,House,2,0
5010417,M,270000,Separated,House,2,0
5010418,M,270000,Separated,House,2,X
5010419,M,270000,Separated,House,2,X
5010420,F,67500,Married,House,2,0
5010421,F,67500,Married,House,2,0
5010423,F,67500,Married,House,2,0
5010424,F,67500,Married,House,2,0
5010425,F,67500,Married,House,2,0
5010426,F,67500,Married,House,2,0
5010427,F,67500,Married,House,2,0
5010428,F,67500,Married,House,2,X
5010429,F,67500,Married,House,2,0
5010430,F,67500,Married,House,2,0
6153816,F,67500,Married,House,2,0
6153817,F,67500,Married,House,2,0
5010431,F,180000,Married,House,3,0
5010432,F,180000,Married,House,3,0
5010434,F,90000,Married,House,2,0
5010435,F,90000,Married,House,2,X
5010436,F,90000,Married,House,2,X
5010437,F,90000,Married,House,2,X
5010438,F,90000,Married,House,2,X
5010439,F,90000,Married,House,2,X
5010443,F,90000,Married,House,2,X
5010444,F,90000,Married,House,2,X
6153563,F,90000,Married,House,2,X
6153565,F,90000,Married,House,2,C
6153566,F,90000,Married,House,2,C
5010447,F,202500,Married,House,2,C
5010448,F,202500,Married,House,2,C
5010449,F,202500,Married,House,2,C
5010450,F,202500,Married,House,2,C
5010451,F,202500,Married,House,2,C
5010452,F,202500,Married,House,2,C
6153568,F,202500,Married,House,2,C
5010453,F,157500,Married,House,2,C
5010454,F,157500,Married,House,2,C
5010455,F,157500,Married,House,2,C
5010456,F,171000,Married,House,2,C
5010457,F,171000,Married,House,2,C
5010458,F,171000,Married,House,2,C
5010459,F,171000,Married,House,2,C
5010460,F,171000,Married,House,2,C
5010461,F,171000,Married,House,2,C
5010462,F,171000,Married,House,2,C
5010463,F,171000,Married,House,2,C
5010465,F,157500,Married,House,3,C
5010466,F,157500,Married,House,3,C
5010467,F,157500,Married,House,3,C
5010468,M,675000,Married,House,2,C
5010470,M,675000,Married,House,2,C
5010471,M,675000,Married,House,2,C
5010472,M,675000,Married,House,2,C
5010473,M,135000,Civil marriage,House,2,C
5010474,M,135000,Civil marriage,House,2,C
6153650,M,135000,Civil marriage,House,2,C
5010480,M,315000,Married,House,4,C
5010481,M,315000,Married,House,4,C
5010482,M,315000,Married,House,4,C
5010483,M,315000,Married,House,4,C
5010484,M,315000,Married,House,4,C
5010485,M,112500,Married,House,2,C
5010486,M,112500,Married,House,2,C
5010487,M,112500,Married,House,2,C
5010488,M,112500,Married,House,2,1
5010489,M,112500,Married,House,2,0
5010490,M,112500,Married,House,2,0
5010491,F,270000,Married,House,4,0
5010492,F,270000,Married,House,4,0
5010493,F,270000,Married,House,4,0
5010494,F,270000,Married,House,4,0
5010496,M,202500,Married,House,3,0
5010497,M,202500,Married,House,3,0
5010498,M,202500,Married,House,3,0
5010499,M,202500,Married,House,3,0
5010500,M,202500,Married,House,3,0
5010501,F,90000,Separated,Rent,2,0
5010503,F,135000,Single,House,1,0
5010504,F,135000,Single,House,1,0
5010507,F,157500,Married,House,3,0
5010508,F,157500,Married,House,3,0
5010509,F,157500,Married,House,3,0
5010511,F,157500,Married,House,3,0
5010512,F,157500,Married,House,3,0
5010513,F,157500,Married,House,3,0
6153717,F,157500,Married,House,3,X
5010515,M,112500,Married,House,2,X
5010516,M,112500,Married,House,2,X
5010517,M,112500,Married,House,2,X
5010518,M,450000,Married,Office apartment,3,X
5010519,M,450000,Married,Office apartment,3,X
5010520,M,450000,Married,Office apartment,3,X
5010521,M,450000,Married,Office apartment,3,X
5010522,M,450000,Married,Office apartment,3,X
5010523,M,450000,Married,Office apartment,3,X
5010524,M,450000,Married,Office apartment,3,X
5010525,M,450000,Married,Office apartment,3,X
5010526,M,450000,Married,Office apartment,3,X
5010527,M,450000,Married,Office apartment,3,X
5010528,M,450000,Married,Office apartment,3,X
5010529,M,450000,Married,Office apartment,3,X
5010530,M,450000,Married,Office apartment,3,X
6153718,M,450000,Married,Office apartment,3,X
5010531,F,76500,Civil marriage,House,2,X
5010532,F,76500,Civil marriage,House,2,X
5010533,F,76500,Civil marriage,House,2,X
5010534,M,90000,Married,House,2,X
5010535,F,135000,Married,House,4,X
5010536,F,135000,Married,House,4,X
5010539,F,135000,Married,House,4,X
5010540,F,135000,Married,House,4,X
5010541,F,135000,Married,House,4,X
5010542,F,315000,Separated,House,1,X
5010543,F,315000,Separated,House,1,X
5010544,F,315000,Separated,House,1,X
5010545,F,315000,Separated,House,1,X
5010546,F,315000,Separated,House,1,X
5010547,F,315000,Separated,House,1,X
5010548,F,315000,Separated,House,1,X
5010549,F,315000,Separated,House,1,C
5010551,F,315000,Separated,House,1,C
5010553,F,315000,Separated,House,1,C
6153729,F,315000,Separated,House,1,C
6153730,F,315000,Separated,House,1,C
5010556,M,135000,Married,House,2,C
5010557,M,135000,Married,House,2,C
5010558,M,135000,Married,House,2,C
5010559,M,135000,Married,House,2,C
5010560,M,135000,Married,House,2,C
5010564,F,121500,Married,House,2,C
5010565,F,121500,Married,House,2,C
5010566,F,121500,Married,House,2,C
5010567,F,121500,Married,House,2,C
5010568,F,121500,Married,House,2,C
5010569,F,121500,Married,House,2,C
5010570,F,121500,Married,House,2,C
5010571,F,121500,Married,House,2,C
5010572,F,121500,Married,House,2,C
5010573,F,121500,Married,House,2,C
6153731,F,121500,Married,House,2,C
5010574,M,247500,Married,House,3,C
5010575,M,247500,Married,House,3,X
5010578,M,247500,Married,House,3,X
5010579,M,247500,Married,House,3,X
5010583,F,72000,Married,House,3,X
6153747,F,72000,Married,House,3,X
5010584,M,135000,Married,House,2,X
5010585,M,135000,Married,House,2,X
5010586,M,180000,Married,House,3,X
5010587,M,180000,Married,House,3,X
5010588,M,180000,Married,House,3,X
5010589,M,180000,Married,House,3,X
5010590,M,180000,Married,House,3,C
5010591,M,180000,Married,House,3,C
5010592,F,112500,Married,House,2,C
5010593,F,112500,Married,House,2,C
5010594,F,112500,Married,House,2,C
5010595,F,112500,Married,House,2,C
5010596,F,112500,Married,House,2,C
5010597,F,112500,Married,House,2,0
5010598,F,247500,Married,House,3,0
5090697,F,247500,Married,House,3,0
5010599,F,90000,Married,House,4,0
5010600,F,90000,Married,House,4,0
5010601,F,90000,Married,House,4,0
5010602,F,90000,Married,House,4,0
5010603,F,90000,Married,House,4,0
5010604,F,90000,Married,House,4,0
5010605,F,90000,Married,House,4,0
5010606,F,65250,Widow,House,1,0
5010607,F,65250,Widow,House,1,0
5010608,F,65250,Widow,House,1,X
5010609,F,65250,Widow,House,1,X
5010610,F,65250,Widow,House,1,0
6153759,F,65250,Widow,House,1,0
6153760,F,65250,Widow,House,1,0
5010613,F,184500,Married,House,2,0
5010615,F,90000,Civil marriage,House,2,0
5010616,F,90000,Civil marriage,House,2,0
5010617,F,90000,Civil marriage,House,2,0
5010620,F,103500,Married,House,2,0
5010621,F,103500,Married,House,2,0
5010622,F,103500,Married,House,2,0
5010623,F,103500,Married,House,2,0
5010624,F,103500,Married,House,2,0
5010625,F,180000,Single,House,1,0
5010626,F,180000,Single,House,1,0
5010627,F,180000,Single,House,1,0
5010629,F,180000,Single,House,1,0
5010630,F,180000,Single,House,1,0
5010632,F,180000,Civil marriage,House,2,0
5010633,F,180000,Civil marriage,House,2,0
5010635,F,180000,Civil marriage,House,2,0
5010636,F,180000,Civil marriage,House,2,0
5010637,F,180000,Civil marriage,House,2,0
5010638,F,180000,Civil marriage,House,2,X
5010639,F,180000,Civil marriage,House,2,X
5010640,F,180000,Civil marriage,House,2,0
5010641,F,180000,Civil marriage,House,2,1
5010642,F,180000,Married,Municipal apartment,2,1
5010643,F,180000,Married,Municipal apartment,2,0
6153785,F,180000,Married,Municipal apartment,2,0
5010644,M,157500,Married,House,2,0
5010645,F,67500,Married,House,4,0
5010646,F,67500,Married,House,4,1
5010647,M,112500,Married,House,3,0
5010648,M,112500,Married,House,3,0
5010649,M,112500,Married,House,3,0
5010650,M,112500,Married,House,3,0
5010651,M,112500,Married,House,3,0
6153795,M,112500,Married,House,3,0
5010652,M,180000,Single,House,1,0
5010653,M,270000,Married,House,4,0
5010654,M,270000,Married,House,4,0
5010655,M,270000,Married,House,4,0
5010656,M,270000,Married,House,4,0
5010657,M,270000,Married,House,4,0
5010658,M,270000,Married,House,4,0
5010659,M,270000,Married,House,4,0
5010660,M,270000,Married,House,4,0
5010661,M,270000,Married,House,4,0
5010662,M,270000,Married,House,4,1
5010663,M,270000,Married,House,4,1
5010664,M,270000,Married,House,4,0
5010665,M,180000,Married,House,2,1
5010666,M,180000,Married,House,2,1
5010667,M,180000,Married,House,2,1
5010668,M,180000,Married,House,2,1
5010669,M,180000,Married,House,2,1
5010670,M,180000,Married,House,2,0
5010671,M,180000,Married,House,2,0
5010672,F,157500,Civil marriage,House,3,0
5010673,F,157500,Civil marriage,House,3,0
5010674,F,157500,Civil marriage,House,3,0
6153569,F,157500,Civil marriage,House,3,0
5010675,F,225000,Civil marriage,House,4,0
5010676,M,189000,Married,House,2,0
5010677,M,189000,Married,House,2,0
5010678,M,292500,Married,House,2,0
5010679,M,292500,Married,House,2,0
5010680,M,292500,Married,House,2,0
5010681,M,292500,Married,House,2,0
5010682,M,292500,Married,House,2,0
5010683,M,292500,Married,House,2,0
5010684,M,292500,Married,House,2,0
5010685,M,292500,Married,House,2,0
5010686,M,292500,Married,House,2,0
5010689,M,99000,Single,House,1,0
5010690,M,99000,Single,House,1,C
6153623,M,99000,Single,House,1,C
5010691,M,202500,Civil marriage,With parents,2,C
5010692,M,202500,Civil marriage,With parents,2,C
5010693,M,202500,Civil marriage,With parents,2,C
5010694,M,202500,Civil marriage,With parents,2,C
5010696,F,292500,Married,House,4,C
5010697,F,292500,Married,House,4,C
5010699,F,292500,Married,House,4,C
5010700,F,292500,Married,House,4,C
5010701,F,292500,Married,House,4,C
5010702,F,292500,Married,House,4,C
5010703,F,292500,Married,House,4,C
5010706,M,202500,Married,House,2,C
5010707,M,202500,Married,House,2,C
5010708,M,202500,Married,House,2,C
6153664,M,202500,Married,House,2,C
5010709,M,180000,Married,House,4,C
5010710,M,180000,Married,House,4,C
5010711,M,180000,Married,House,4,C
5010713,M,180000,Married,House,4,C
5010715,F,135000,Married,House,2,C
5010716,F,135000,Married,House,2,C
5010717,F,135000,Married,House,2,C
5010722,F,135000,Married,House,2,C
5010724,F,135000,Married,House,2,C
5010725,F,135000,Married,House,2,C
5010726,F,135000,Married,House,2,0
5010727,F,135000,Married,House,2,0
5010728,F,135000,Married,House,2,0
5010729,F,135000,Married,House,2,0
5010730,F,135000,Married,House,2,0
5010731,F,135000,Married,House,2,0
6153708,F,135000,Married,House,2,0
5010734,F,157500,Civil marriage,House,2,0
5010735,F,157500,Civil marriage,House,2,0
5010737,F,157500,Civil marriage,House,2,X
5010739,F,157500,Civil marriage,House,2,X
5010740,F,157500,Civil marriage,House,2,X
5010741,F,157500,Civil marriage,House,2,X
5010742,F,157500,Civil marriage,House,2,X
5010743,M,157500,Married,House,2,X
5010745,M,157500,Married,House,2,X
5010746,M,157500,Married,House,2,X
5010747,M,157500,Married,House,2,X
6153748,M,157500,Married,House,2,X
5010750,F,67500,Married,House,2,X
5010751,F,67500,Married,House,2,X
5010752,F,67500,Married,House,2,X
5010754,F,67500,Married,House,2,X
5010755,F,67500,Married,House,2,X
6153749,F,67500,Married,House,2,X
6153750,F,67500,Married,House,2,X
5010758,F,162000,Married,House,2,X
5010759,F,162000,Married,House,2,X
6153751,F,162000,Married,House,2,X
5010760,F,112500,Single,House,2,X
5010761,F,112500,Single,House,2,X
5010762,F,112500,Single,House,2,X
5010763,F,112500,Single,House,2,X
5010764,M,135000,Single,House,1,X
5010765,M,135000,Single,House,1,X
5010766,M,135000,Single,House,1,X
5010767,M,135000,Single,House,1,X
5010768,M,135000,Single,House,1,X
5010769,M,135000,Single,House,1,X
5010770,M,135000,Single,House,1,X
5010771,M,135000,Single,House,1,X
5010772,F,360000,Married,House,2,X
5010773,F,135000,Married,With parents,2,X
5010774,F,135000,Married,With parents,2,X
5010775,F,135000,Married,With parents,2,X
5010779,F,157500,Married,House,3,X
5010781,F,157500,Married,House,3,X
5010782,F,157500,Married,House,3,X
5010783,F,165150,Married,House,2,X
6153765,F,165150,Married,House,2,X
5010785,M,337500,Married,House,2,X
5010786,M,337500,Married,House,2,X
5010787,M,337500,Married,House,2,X
6153766,M,337500,Married,House,2,X
6153767,M,337500,Married,House,2,X
5010789,F,99000,Married,Municipal apartment,3,X
5010790,F,99000,Married,Municipal apartment,3,X
5010791,F,99000,Married,Municipal apartment,3,X
5010792,F,99000,Married,Municipal apartment,3,X
5010793,F,99000,Married,Municipal apartment,3,X
5010794,F,99000,Married,Municipal apartment,3,X
5010795,F,45000,Married,House,2,X
5010796,F,45000,Married,House,2,X
5010797,F,270000,Married,Municipal apartment,2,X
5010798,F,270000,Married,Municipal apartment,2,X
5010799,F,270000,Married,Municipal apartment,2,X
5010800,F,270000,Married,Municipal apartment,2,X
5010801,F,270000,Married,Municipal apartment,2,X
5010802,F,270000,Married,Municipal apartment,2,X
5010803,F,270000,Married,Municipal apartment,2,X
6153786,F,270000,Married,Municipal apartment,2,X
5010804,F,135000,Married,House,3,X
5010805,F,135000,Married,House,3,X
5010806,F,135000,Married,House,3,X
5010807,F,135000,Married,House,3,X
5010808,F,135000,Married,House,3,X
5010809,F,135000,Married,House,3,X
5010810,F,135000,Married,House,3,X
5010811,F,135000,Married,House,3,X
5010812,F,135000,Married,House,3,X
5010813,F,67500,Married,House,4,X
5010814,F,67500,Married,House,4,X
5010815,F,67500,Married,House,4,X
5010817,F,67500,Married,House,4,X
5010818,F,67500,Married,House,4,X
6153796,F,67500,Married,House,4,X
5010819,F,270000,Married,House,2,X
5010820,F,270000,Married,House,2,X
5010821,F,270000,Married,House,2,C
5010822,F,270000,Married,House,2,C
5010823,F,270000,Married,House,2,C
5010824,F,270000,Married,House,2,C
5010825,F,270000,Married,House,2,C
5010826,F,270000,Married,House,2,C
5010827,F,270000,Married,House,2,C
5010828,F,270000,Married,House,2,C
5010829,F,270000,Married,House,2,C
5010830,F,270000,Married,House,2,C
5010831,F,270000,Married,House,2,C
5010832,F,270000,Married,House,2,C
5010835,M,139500,Married,House,4,C
5010836,F,90000,Married,House,2,C
5010837,F,90000,Married,House,2,C
5010840,F,180000,Married,House,3,C
5010841,F,112500,Married,House,2,C
5010842,F,112500,Married,House,2,C
5010843,F,157500,Married,House,2,C
5010844,F,157500,Married,House,2,C
5010847,F,157500,Married,House,2,C
5010848,F,54000,Married,House,2,C
5010849,F,54000,Married,House,2,C
5010850,F,90000,Married,House,3,C
5010854,F,90000,Married,House,3,C
5010855,F,90000,Married,House,3,C
6153602,F,90000,Married,House,3,C
5010856,F,157500,Married,House,2,C
5010857,F,157500,Married,House,2,C
5010858,F,157500,Married,House,2,C
5010859,F,157500,Married,House,2,C
5010860,F,157500,Married,House,2,C
5090783,F,157500,Married,House,2,C
5010861,F,112500,Married,House,3,C
5010862,M,450000,Married,House,3,C
5010863,M,450000,Married,House,3,C
5010864,M,450000,Married,House,3,C
5010865,M,450000,Married,House,3,C
5010866,M,450000,Married,House,3,C
5010870,M,450000,Married,House,3,C
5010871,M,450000,Married,House,3,C
5010872,M,450000,Married,House,3,C
5010873,M,450000,Married,House,3,C
5010874,F,45000,Married,House,2,C
5010875,F,45000,Married,House,2,C
5010876,F,45000,Married,House,2,C
5010877,F,45000,Married,House,2,C
5010878,F,45000,Married,House,2,C
5010879,F,45000,Married,House,2,C
5010880,F,45000,Married,House,2,C
5010881,F,45000,Married,House,2,C
5010883,F,270000,Married,House,3,C
5010886,F,157500,Married,House,2,0
5010887,F,157500,Married,House,2,0
5010888,F,157500,Married,House,2,0
5010890,F,157500,Married,House,2,X
5010891,F,157500,Married,House,2,X
5010892,F,157500,Married,House,2,0
5010893,F,157500,Married,House,2,0
6153666,F,157500,Married,House,2,0
5010897,M,112500,Married,House,2,0
5010898,M,112500,Married,House,2,0
5010899,M,112500,Married,House,2,X
5010900,M,112500,Married,House,2,X
5010902,F,360000,Married,House,3,X
5010903,F,360000,Married,House,3,X
5010904,F,360000,Married,House,3,X
5010906,F,360000,Married,House,3,X
6153687,F,360000,Married,House,3,X
5010908,F,81000,Married,House,2,X
5010910,F,81000,Married,House,2,X
5010913,F,81000,Married,House,2,X
6153688,F,81000,Married,House,2,X
6153690,F,81000,Married,House,2,X
5010916,M,243000,Married,House,2,X
5010917,M,243000,Married,House,2,X
5010918,M,243000,Married,House,2,X
5010919,M,243000,Married,House,2,X
5010921,F,94500,Widow,Rent,1,X
5010923,F,94500,Widow,Rent,1,X
5010924,F,270000,Civil marriage,House,4,X
5010925,F,270000,Civil marriage,House,4,X
5010926,F,270000,Civil marriage,House,4,X
5010927,F,270000,Civil marriage,House,4,X
5010928,F,270000,Civil marriage,House,4,X
5010929,F,270000,Civil marriage,House,4,X
5010930,F,270000,Civil marriage,House,4,X
5010931,F,270000,Civil marriage,House,4,X
5010932,F,270000,Civil marriage,House,4,X
5010934,F,135000,Single,House,1,X
5010935,F,135000,Single,House,1,X
5010936,F,135000,Single,House,1,X
5010937,F,135000,Single,House,1,X
5010938,F,135000,Single,House,1,X
5010939,F,135000,Single,House,1,X
5010940,F,135000,Single,House,1,X
5010941,F,135000,Single,House,1,X
5090803,F,135000,Single,House,1,X
5090805,F,135000,Single,House,1,X
5010943,F,157500,Married,House,2,X
5010944,F,270000,Married,House,3,X
5010945,F,270000,Married,House,3,X
5010946,F,270000,Married,House,3,X
5010947,F,270000,Married,House,3,X
5010948,F,270000,Married,House,3,X
5010949,F,270000,Married,House,3,X
5010950,F,270000,Married,House,3,X
5010951,F,270000,Married,House,3,X
5010952,F,270000,Married,House,3,X
6153710,F,270000,Married,House,3,C
5010953,M,337500,Married,House,2,C
5010954,M,337500,Married,House,2,C
5010956,M,337500,Married,House,2,C
5010957,M,337500,Married,House,2,0
5010958,M,337500,Married,House,2,0
5010959,M,337500,Married,House,2,0
5010960,M,202500,Married,House,2,0
5010961,M,202500,Married,House,2,0
5010962,F,256500,Married,House,2,0
5010963,F,256500,Married,House,2,C
5010964,F,256500,Married,House,2,C
5010965,F,256500,Married,House,2,C
5010966,F,256500,Married,House,2,C
5010967,F,256500,Married,House,2,C
6153719,F,256500,Married,House,2,C
5010972,F,135000,Married,House,3,C
6153753,F,135000,Married,House,3,C
5010974,M,126000,Married,House,2,C
5010975,M,126000,Married,House,2,C
5010976,M,126000,Married,House,2,C
5010977,F,67500,Separated,Municipal apartment,1,C
5010978,F,67500,Separated,Municipal apartment,1,C
5010980,M,225000,Single,House,1,C
5090824,M,225000,Single,House,1,C
5010981,M,270000,Married,House,3,C
5010982,M,270000,Married,House,3,C
5010983,M,135000,Married,House,2,C
5010984,M,135000,Married,House,2,C
5010986,F,121500,Single,Rent,1,0
5010987,F,121500,Single,Rent,1,0
5010989,F,121500,Single,Rent,1,0
5010990,F,90000,Married,House,2,0
5010991,F,90000,Married,House,2,C
5010992,F,90000,Married,House,2,C
5010993,F,90000,Married,House,2,C
5010994,F,90000,Married,House,2,C
5010995,F,90000,Married,House,2,C
5010996,F,90000,Married,House,2,C
5010997,F,90000,Married,House,2,C
5010998,F,90000,Married,House,2,C
5010999,F,90000,Married,House,2,C
5011000,F,90000,Married,House,2,C
5011001,F,157500,Married,House,2,C
5011002,F,157500,Married,House,2,C
5011003,F,157500,Married,House,2,C
5011004,F,157500,Married,House,2,C
5011005,F,157500,Married,House,2,C
5011006,F,157500,Married,House,2,C
5011007,F,157500,Married,House,2,C
5011008,F,157500,Married,House,2,C
5011009,F,157500,Married,House,2,C
5011010,F,157500,Married,House,2,C
5011011,F,135000,Married,House,2,C
5011012,F,135000,Married,House,2,C
5011013,F,135000,Married,House,2,C
5011014,F,135000,Married,House,2,0
5011015,F,135000,Married,House,2,0
6153771,F,135000,Married,House,2,0
5011022,M,99000,Married,With parents,4,0
5011023,M,99000,Married,With parents,4,0
5011024,M,99000,Married,With parents,4,0
5011025,M,99000,Married,With parents,4,0
5011026,M,99000,Married,With parents,4,0
5011027,M,99000,Married,With parents,4,0
6153797,M,99000,Married,With parents,4,0
5011028,F,292500,Civil marriage,House,2,0
5011029,F,292500,Civil marriage,House,2,0
5011031,F,135000,Civil marriage,House,3,C
5011032,F,135000,Civil marriage,House,3,C
5011033,F,135000,Civil marriage,House,3,C
5011036,F,315000,Married,Municipal apartment,2,C
5011037,F,315000,Married,Municipal apartment,2,C
5011039,F,315000,Married,Municipal apartment,2,C
5011040,F,315000,Married,Municipal apartment,2,C
5011041,F,315000,Married,Municipal apartment,2,C
5011042,F,315000,Married,Municipal apartment,2,C
5011043,F,315000,Married,Municipal apartment,2,C
5011044,F,315000,Married,Municipal apartment,2,C
5011045,F,315000,Married,Municipal apartment,2,C
6153820,F,315000,Married,Municipal apartment,2,C
5018414,F,33300,Married,House,3,C
5018415,F,33300,Married,House,3,C
5018417,M,697500,Separated,House,3,C
